transaction_id,date,client_id,card_id,amount,use_chip,merchant_id,merchant_city,merchant_state,zip,mcc,errors
22985782,2019-05-20 15:13:00,957,82,$-293.00,Chip Transaction,49637,Cleveland,GA,30528.0,3509,
23427630,2019-08-22 00:21:00,1413,1104,$53.92,Chip Transaction,59935,Washington,IN,47501.0,5499,
23650062,2019-10-08 06:05:00,515,3235,$3.72,Chip Transaction,22204,Longview,TX,75604.0,5541,
23480803,2019-09-02 07:49:00,913,2386,$62.00,Chip Transaction,59935,Peachtree City,GA,30269.0,5499,
22526929,2019-02-12 12:09:00,1896,2944,$15.44,Chip Transaction,20561,Monroe,MI,48161.0,5912,
22401732,2019-01-17 00:09:00,1129,2677,$100.00,Chip Transaction,27092,Vista,CA,92084.0,4829,
22526172,2019-02-12 09:32:00,849,5121,$-83.00,Chip Transaction,59935,Philadelphia,PA,19116.0,5499,
22979678,2019-05-19 11:01:00,1577,3539,$88.25,Swipe Transaction,99370,Sarasota,FL,34243.0,5311,Insufficient Balance
23490345,2019-09-04 09:36:00,1651,3450,$49.79,Online Transaction,39021,ONLINE,,,4784,
23739316,2019-10-27 07:38:00,472,3811,$61.57,Chip Transaction,61195,Round Lake,IL,60073.0,5541,
22768547,2019-04-04 14:30:00,1103,4984,$55.59,Online Transaction,9932,ONLINE,,,5311,
22416547,2019-01-20 05:39:00,1456,5935,$22.74,Chip Transaction,35597,Louisville,MS,39339.0,5912,
22403442,2019-01-17 10:46:00,1081,3892,$-91.00,Chip Transaction,43293,Aurora,CO,80013.0,5499,
23209535,2019-07-06 22:56:00,156,5438,$18.44,Chip Transaction,79927,Fontana,CA,92335.0,5912,
22472467,2019-01-31 22:44:00,217,1267,$12.24,Chip Transaction,44921,Summit Argo,IL,60501.0,5812,
23199192,2019-07-04 19:30:00,247,2137,$102.34,Swipe Transaction,50783,Lake Charles,LA,70605.0,5411,
22674422,2019-03-15 15:36:00,1250,2610,$6.12,Swipe Transaction,69268,Everett,PA,15537.0,7210,
23568745,2019-09-20 19:17:00,1811,3238,$53.12,Online Transaction,16798,ONLINE,,,4121,
23706309,2019-10-20 06:45:00,1274,24,$8.54,Swipe Transaction,59935,Pascoag,RI,2859.0,5499,
22550886,2019-02-17 12:20:00,1621,2316,$13.14,Chip Transaction,75936,San Diego,CA,92129.0,5814,
23316576,2019-07-29 11:53:00,275,2769,$23.80,Chip Transaction,53714,Denver,CO,80260.0,5411,
23103091,2019-06-14 14:13:00,1926,1160,$11.99,Swipe Transaction,32231,Sanford,FL,32773.0,5921,
23124154,2019-06-19 02:06:00,1827,5246,$95.45,Online Transaction,63579,ONLINE,,,4900,
23538705,2019-09-14 11:50:00,1544,3137,$11.81,Chip Transaction,88904,Greenville,OH,45331.0,5921,
23188481,2019-07-02 13:13:00,825,42,$171.51,Online Transaction,726,ONLINE,,,4900,
23730809,2019-10-25 10:42:00,1228,4419,$80.00,Swipe Transaction,59935,Austin,TX,78705.0,5499,
22591156,2019-02-25 22:36:00,92,2803,$52.51,Online Transaction,80770,ONLINE,,,7922,
22607669,2019-03-01 14:32:00,1180,6041,$38.93,Online Transaction,13154,ONLINE,,,4900,
23295594,2019-07-25 07:36:00,1992,5476,$17.07,Chip Transaction,96049,Lamar,MS,38642.0,5541,
23660028,2019-10-10 10:00:00,116,4899,$50.19,Online Transaction,39021,ONLINE,,,4784,
22459688,2019-01-29 07:43:00,1898,5122,$131.16,Chip Transaction,20519,Montgomery,AL,36123.0,5942,
23424154,2019-08-21 09:08:00,1759,4232,$3.31,Chip Transaction,20519,Prairie Village,KS,66208.0,5942,
23021678,2019-05-28 10:26:00,1163,4236,$86.71,Chip Transaction,86216,Humble,TX,77346.0,8043,
22819344,2019-04-15 10:40:00,1006,3509,$91.15,Chip Transaction,88544,Hobart,IN,46342.0,5300,
23092262,2019-06-12 10:31:00,1371,2328,$200.11,Online Transaction,73186,ONLINE,,,4814,
22938676,2019-05-10 15:00:00,514,2155,$6.93,Chip Transaction,88930,Berlin,Germany,,5912,
22464621,2019-01-30 10:35:00,115,19,$163.61,Chip Transaction,54654,Coral Gables,FL,33114.0,7538,
22634071,2019-03-07 09:06:00,64,4852,$7.72,Chip Transaction,88646,Whittier,CA,90601.0,5812,
23743687,2019-10-28 06:28:00,116,6072,$0.46,Chip Transaction,20519,Rochester,NY,14618.0,5942,
22863923,2019-04-24 18:36:00,1116,5559,$159.86,Chip Transaction,71276,Telford,PA,18969.0,5300,
23634740,2019-10-04 20:12:00,219,4609,$36.05,Chip Transaction,32175,Prescott,MI,48756.0,7538,
23172920,2019-06-29 09:13:00,1634,2464,$1.44,Chip Transaction,42590,Alamo,TX,78516.0,5912,
23013721,2019-05-26 14:38:00,1307,2810,$451.03,Chip Transaction,3558,Worcester,MA,1607.0,3640,
22766097,2019-04-04 07:04:00,1352,59,$75.26,Chip Transaction,19964,Levering,MI,49755.0,5311,
22494851,2019-02-05 15:31:00,1008,2592,$2.94,Swipe Transaction,50783,Chicago,IL,60632.0,5411,
23724506,2019-10-24 05:39:00,1833,6118,$50.61,Chip Transaction,5720,Lexington,TN,38351.0,5310,
23175752,2019-06-29 18:58:00,545,1120,$1.07,Chip Transaction,14528,East Peoria,IL,61611.0,5499,
22753353,2019-04-01 09:33:00,1398,3524,$128.07,Swipe Transaction,61195,Parsippany,NJ,7054.0,5541,
22502081,2019-02-07 09:19:00,928,3572,$-82.00,Chip Transaction,22204,Houston,TX,77081.0,5541,
22420897,2019-01-20 21:46:00,757,3947,$-56.00,Chip Transaction,61195,Brooklyn,NY,11235.0,5541,
22655983,2019-03-11 15:30:00,613,2635,$2.09,Online Transaction,18563,ONLINE,,,4121,
22410958,2019-01-18 19:57:00,1098,4626,$71.00,Chip Transaction,59935,Granville,IA,51022.0,5499,
22604307,2019-02-28 20:48:00,1081,3427,$90.68,Chip Transaction,75936,Aurora,CO,80013.0,5814,
23598777,2019-09-27 09:16:00,1442,2650,$43.62,Chip Transaction,11468,Salt Lake City,UT,84104.0,5970,
23259625,2019-07-17 14:24:00,1544,3137,$2.45,Chip Transaction,24504,Jamestown,OH,45335.0,4214,
22732172,2019-03-27 20:57:00,1140,3148,$34.96,Chip Transaction,31603,Lawrence,KS,66049.0,5813,
23119034,2019-06-17 19:06:00,1323,3993,$36.59,Swipe Transaction,37752,Lordsburg,NM,88045.0,5912,
23173326,2019-06-29 10:29:00,734,1252,$1.75,Swipe Transaction,59935,Buffalo,NY,14211.0,5499,
23564720,2019-09-20 05:32:00,1008,2592,$1.24,Swipe Transaction,50783,Chicago,IL,60632.0,5411,
23227410,2019-07-10 18:33:00,53,3581,$14.73,Swipe Transaction,11338,Somerset,CA,95684.0,5411,
23230541,2019-07-11 12:14:00,992,3108,$13.27,Online Transaction,88459,ONLINE,,,5311,
23399655,2019-08-16 06:26:00,1844,6019,$21.67,Chip Transaction,48919,Corpus Christi,TX,78410.0,5311,
22929936,2019-05-08 19:42:00,1098,4626,$56.00,Chip Transaction,59935,Granville,IA,51022.0,5499,
23309041,2019-07-27 20:37:00,433,5606,$6.02,Chip Transaction,13523,Franklin,IL,62638.0,5310,
22456961,2019-01-28 13:24:00,1452,3801,$-61.00,Chip Transaction,59935,Houston,TX,77056.0,5499,
23523556,2019-09-11 09:48:00,275,3911,$25.25,Swipe Transaction,50783,Seabrook,TX,77586.0,5411,
22569613,2019-02-21 13:13:00,708,5165,$17.06,Chip Transaction,59935,New York,NY,10075.0,5499,
22575397,2019-02-22 15:43:00,112,3470,$1.44,Swipe Transaction,86438,Carthage,NY,13619.0,5499,
23758355,2019-10-31 09:33:00,46,3513,$23.09,Chip Transaction,48618,Kew Gardens,NY,11415.0,5251,
22795572,2019-04-10 11:17:00,1811,4894,$16.46,Chip Transaction,24504,Millbrae,CA,94030.0,4214,
23186268,2019-07-01 23:38:00,1981,3248,$-340.00,Chip Transaction,92822,Evart,MI,49631.0,3395,
23426841,2019-08-21 18:56:00,1407,5384,$53.50,Chip Transaction,91128,New York,NY,10072.0,5411,
23327397,2019-07-31 20:14:00,850,5699,$91.00,Chip Transaction,43293,Shepherdsville,KY,40165.0,5499,
22794728,2019-04-10 08:05:00,954,2220,$48.32,Chip Transaction,20561,Riverside,CA,92505.0,5912,
23342808,2019-08-04 03:24:00,1201,4793,$11.85,Chip Transaction,88504,Wayland,MA,1778.0,5921,
23486792,2019-09-03 12:26:00,1012,3138,$6.88,Swipe Transaction,42606,Philadelphia,PA,19138.0,5211,
23212362,2019-07-07 13:23:00,275,3036,$-170.00,Chip Transaction,57133,Waianae,HI,96792.0,3730,
22850506,2019-04-21 19:19:00,1421,5674,$54.50,Chip Transaction,30286,Winterville,NC,28590.0,4814,
23148597,2019-06-24 07:21:00,152,2848,$92.73,Chip Transaction,31707,Atlanta,GA,30316.0,4111,
23164906,2019-06-27 14:44:00,476,1070,$34.40,Swipe Transaction,94123,Bangor,PA,18013.0,5310,
23413445,2019-08-18 21:14:00,1492,3563,$13.67,Chip Transaction,20561,Bothell,WA,98012.0,5912,
23554124,2019-09-17 16:14:00,807,4889,$34.51,Chip Transaction,67791,Holland,MI,49423.0,7230,
22900401,2019-05-02 13:20:00,1253,5691,$10.69,Chip Transaction,59397,Cheshire,CT,6410.0,5812,
23399977,2019-08-16 07:23:00,1908,5084,$38.00,Chip Transaction,97646,Mcallen,TX,78503.0,5300,
23413891,2019-08-19 04:14:00,1413,1104,$1.71,Swipe Transaction,46284,Cannelburg,IN,47519.0,5411,
23038409,2019-05-31 19:56:00,1416,2951,$20.70,Chip Transaction,35451,Camillus,NY,13031.0,5812,
22382106,2019-01-12 16:39:00,1695,114,$178.01,Chip Transaction,71883,Chicago,IL,60656.0,3405,
22765047,2019-04-03 21:03:00,1775,344,$-58.00,Swipe Transaction,61195,Milford,DE,19963.0,5541,
22711628,2019-03-23 12:04:00,190,3363,$7.36,Chip Transaction,55060,Skokie,IL,60077.0,5812,
22685999,2019-03-18 06:22:00,1041,2500,$2.95,Chip Transaction,83229,Trenton,GA,30752.0,5411,
22840396,2019-04-19 17:54:00,917,2887,$36.19,Chip Transaction,12014,Alhambra,CA,91803.0,5814,
23229965,2019-07-11 10:34:00,1898,5122,$12.43,Chip Transaction,25887,Montgomery,AL,36106.0,5814,
22485945,2019-02-03 16:25:00,1664,5147,$1.16,Swipe Transaction,14528,Berlin,Germany,,5499,
23726942,2019-10-24 13:23:00,1799,5909,$2.07,Chip Transaction,14528,Indianapolis,IN,46227.0,5499,
23458369,2019-08-28 13:12:00,1926,1160,$11.31,Swipe Transaction,20561,Sanford,FL,32773.0,5912,
22750938,2019-03-31 17:08:00,1180,6041,$66.75,Swipe Transaction,82981,New York,NY,10040.0,5912,
22606999,2019-03-01 12:22:00,1442,2650,$148.39,Chip Transaction,55319,Gooding,ID,83330.0,8011,
23187164,2019-07-02 08:27:00,275,3911,$8.24,Chip Transaction,98374,Pleasureville,KY,40057.0,5411,
22557879,2019-02-18 20:55:00,944,3500,$136.33,Swipe Transaction,35451,Rancho Palos Verdes,CA,90275.0,5812,
23024100,2019-05-28 19:47:00,942,3174,$71.14,Chip Transaction,25887,Prairieville,LA,70769.0,5814,
22573549,2019-02-22 10:09:00,247,2137,$28.36,Swipe Transaction,26238,Lake Charles,LA,70605.0,5300,
22375662,2019-01-11 11:33:00,755,2757,$120.00,Swipe Transaction,27092,Anderson,SC,29621.0,4829,
23413062,2019-08-18 18:31:00,62,55,$31.77,Chip Transaction,78454,Auburn,CA,95602.0,5812,
22388145,2019-01-14 01:42:00,343,3953,$8.32,Chip Transaction,65881,Manteca,CA,95337.0,5311,
23041995,2019-06-01 14:20:00,1448,126,$39.76,Chip Transaction,59935,Inman,SC,29349.0,5499,
22820274,2019-04-15 13:13:00,1250,4352,$17.46,Chip Transaction,54562,Everett,PA,15537.0,5411,
23574874,2019-09-22 07:42:00,1931,3530,$67.40,Chip Transaction,20519,Weston,MA,2493.0,5942,
23663743,2019-10-11 06:31:00,1811,4894,$0.97,Chip Transaction,50783,Los Altos,CA,94024.0,5411,
23398967,2019-08-15 21:29:00,597,2532,$57.53,Chip Transaction,66213,Pollock Pines,CA,95726.0,5812,
23096902,2019-06-13 10:11:00,87,3607,$13.47,Chip Transaction,50783,San Benito,TX,78586.0,5411,
22449500,2019-01-27 02:55:00,900,1238,$2.07,Chip Transaction,8021,Panama City,FL,32404.0,5651,
23376378,2019-08-11 06:12:00,313,3153,$100.00,Chip Transaction,27092,Bartlesville,OK,74006.0,4829,
22538512,2019-02-14 23:12:00,1225,5762,$32.84,Online Transaction,18563,ONLINE,,,4121,
22855779,2019-04-22 21:29:00,1917,2129,$43.25,Chip Transaction,44919,Rocky Point,NY,11778.0,5814,
23280232,2019-07-21 18:38:00,1741,3025,$22.61,Chip Transaction,36934,Indianapolis,IN,46234.0,7538,
22590189,2019-02-25 16:43:00,1008,5850,$14.05,Online Transaction,18563,ONLINE,,,4121,
23224711,2019-07-10 09:05:00,849,3823,$8.71,Chip Transaction,2177,Laredo,TX,78046.0,5411,
23138519,2019-06-22 05:43:00,1138,3139,$69.29,Online Transaction,39021,ONLINE,,,4784,
22744736,2019-03-30 12:51:00,1854,3585,$41.69,Chip Transaction,54560,Chattanooga,TN,37421.0,5300,
22682045,2019-03-17 09:22:00,1759,266,$3.38,Chip Transaction,61195,Oceanside,CA,92057.0,5541,
23526589,2019-09-11 22:18:00,961,2201,$46.69,Chip Transaction,96971,Odessa,FL,33556.0,5812,
23721664,2019-10-23 12:18:00,1931,3530,$14.93,Chip Transaction,45926,Arlington,MA,2476.0,5814,
23066787,2019-06-06 20:39:00,855,2702,$33.35,Chip Transaction,99198,Jackson,MS,39213.0,7230,
23023945,2019-05-28 18:45:00,200,2875,$14.80,Chip Transaction,50783,Sylvania,OH,43560.0,5411,
22792612,2019-04-09 16:08:00,613,1191,$10.69,Chip Transaction,75781,Maywood,IL,60153.0,5411,
23398577,2019-08-15 18:45:00,1082,3308,$60.00,Chip Transaction,27092,Fresno,CA,93710.0,4829,
23018288,2019-05-27 13:28:00,1041,2500,$13.61,Chip Transaction,62986,Trenton,GA,30752.0,5812,
22688439,2019-03-18 13:24:00,1464,3677,$80.00,Chip Transaction,27092,Schenectady,NY,12309.0,4829,
23606995,2019-09-28 22:25:00,1876,4503,$0.00,Chip Transaction,27092,Barbourville,KY,40906.0,4829,
23667748,2019-10-11 20:22:00,190,3851,$79.64,Online Transaction,38958,ONLINE,,,7801,
23050868,2019-06-03 12:12:00,1926,5993,$10.70,Chip Transaction,78454,Sanford,FL,32773.0,5812,
23205899,2019-07-06 08:39:00,1992,1132,$7.27,Chip Transaction,32361,Parma,MO,63870.0,5411,
22333059,2019-01-02 11:07:00,597,4117,$-66.00,Chip Transaction,43293,San Francisco,CA,94131.0,5499,
23673373,2019-10-13 06:12:00,1876,4933,$-69.00,Chip Transaction,61195,Versailles,KY,40383.0,5541,
23637749,2019-10-05 13:03:00,1762,2353,$67.00,Chip Transaction,43293,Sacramento,CA,95818.0,5499,Insufficient Balance
22886469,2019-04-29 12:16:00,79,2931,$52.79,Swipe Transaction,59935,Navarre,FL,32566.0,5499,
23101549,2019-06-14 09:48:00,1240,1361,$41.23,Chip Transaction,36934,Fresno,OH,43824.0,7538,
23448344,2019-08-26 09:21:00,305,341,$2.30,Chip Transaction,16599,Willsboro,NY,12996.0,5812,
23146129,2019-06-23 14:30:00,1048,2048,$58.27,Chip Transaction,32175,Katy,TX,77494.0,7538,
22421130,2019-01-21 00:40:00,301,3742,$6.02,Online Transaction,39021,ONLINE,,,4784,
22848824,2019-04-21 13:07:00,1041,2500,$11.00,Chip Transaction,83229,Trenton,GA,30752.0,5411,
23627035,2019-10-03 10:03:00,598,32,$24.72,Chip Transaction,48919,Portsmouth,NH,3801.0,5311,
22520032,2019-02-10 23:34:00,96,3695,$42.54,Chip Transaction,15728,Yorba Linda,CA,92886.0,5211,
23605745,2019-09-28 15:35:00,1413,2754,$2.23,Swipe Transaction,26909,Haubstadt,IN,47639.0,5211,
23441341,2019-08-24 18:10:00,274,309,$68.00,Chip Transaction,50867,Washington,DC,20011.0,5541,
22857728,2019-04-23 11:33:00,957,5042,$20.47,Swipe Transaction,44578,Germantown,MD,20874.0,5812,
22988010,2019-05-21 07:56:00,1072,201,$2.93,Swipe Transaction,17493,Macon,MO,63552.0,5812,
23233199,2019-07-12 02:11:00,1833,6118,$100.00,Chip Transaction,27092,Columbia,TN,38401.0,4829,
22329948,2019-01-01 15:47:00,731,5659,$69.76,Chip Transaction,61195,Sparks,NV,89431.0,5541,
22718751,2019-03-24 21:35:00,1833,6118,$87.18,Chip Transaction,20561,Lexington,TN,38351.0,5912,
23158930,2019-06-26 11:39:00,208,4980,$62.00,Chip Transaction,22204,Federal Way,WA,98023.0,5541,
23686150,2019-10-15 18:44:00,1397,2957,$3.45,Chip Transaction,40529,Miami,OK,74355.0,5411,
22427101,2019-01-22 09:23:00,1559,5797,$23.54,Online Transaction,39021,ONLINE,,,4784,
22843332,2019-04-20 11:29:00,208,2426,$16.39,Swipe Transaction,44919,Bothell,WA,98021.0,5814,
23440255,2019-08-24 14:14:00,1720,2492,$160.00,Chip Transaction,27092,Fort Worth,TX,76133.0,4829,
22801182,2019-04-11 13:36:00,1963,3364,$19.09,Swipe Transaction,88852,Vacaville,CA,95687.0,4121,
22590018,2019-02-25 16:12:00,451,5810,$40.00,Chip Transaction,27092,Omaha,NE,68127.0,4829,
23077664,2019-06-09 07:23:00,1529,1156,$-72.00,Swipe Transaction,59935,Pompano Beach,FL,33076.0,5499,
22396831,2019-01-15 19:44:00,1163,2459,$24.67,Swipe Transaction,61663,Humble,TX,77346.0,7832,
23395604,2019-08-15 08:49:00,1827,5727,$82.00,Chip Transaction,61195,Vista,CA,92083.0,5541,
23322985,2019-07-30 19:46:00,1416,2951,$43.25,Chip Transaction,69972,Camillus,NY,13031.0,5814,
23493980,2019-09-05 06:22:00,961,4584,$78.55,Swipe Transaction,46474,Lutz,FL,33558.0,7538,
23750831,2019-10-29 14:33:00,1416,4644,$74.10,Chip Transaction,60569,Central Square,NY,13036.0,5300,
23577453,2019-09-22 15:12:00,1898,1068,$131.00,Swipe Transaction,59474,Perry,GA,31069.0,3722,
23703404,2019-10-19 12:26:00,53,3267,$-81.00,Chip Transaction,43293,Vacaville,CA,95687.0,5499,
23259140,2019-07-17 12:47:00,1079,3813,$38.45,Chip Transaction,20561,Rockville Centre,NY,11570.0,5912,
22780595,2019-04-07 07:31:00,152,2848,$130.71,Chip Transaction,31707,Atlanta,GA,30316.0,4111,
22700790,2019-03-21 09:35:00,962,1217,$20.87,Chip Transaction,20561,Wausau,WI,54401.0,5912,
22900385,2019-05-02 13:18:00,87,109,$11.71,Chip Transaction,89069,San Benito,TX,78586.0,5251,
22778730,2019-04-06 16:36:00,1008,2592,$12.60,Chip Transaction,88093,Chicago,IL,60630.0,4121,
23379437,2019-08-11 15:25:00,585,5881,$7.20,Online Transaction,16798,ONLINE,,,4121,
22372032,2019-01-10 15:11:00,585,5881,$19.64,Swipe Transaction,94973,Bastrop,TX,78602.0,4121,
23228303,2019-07-11 02:49:00,1067,3016,$-128.00,Swipe Transaction,71883,Cottage Grove,MN,55016.0,3405,
23392227,2019-08-14 13:22:00,898,3356,$16.46,Chip Transaction,32175,Allentown,PA,18102.0,7538,
22442619,2019-01-25 13:51:00,286,4450,$1.39,Chip Transaction,14528,Lumberton,MS,39455.0,5499,
22736572,2019-03-28 18:18:00,1225,5762,$48.06,Swipe Transaction,75936,San Rafael,CA,94901.0,5814,
22637309,2019-03-07 20:48:00,973,5706,$33.83,Chip Transaction,44919,Como,MS,38619.0,5814,
23029064,2019-05-30 01:41:00,1041,2500,$-74.00,Chip Transaction,43293,Trion,GA,30753.0,5499,
22898747,2019-05-02 08:26:00,433,5606,$1.58,Chip Transaction,63573,Pana,IL,62557.0,5411,
23271761,2019-07-20 07:03:00,156,5438,$26.63,Chip Transaction,48919,Fontana,CA,92335.0,5311,
23712604,2019-10-21 11:21:00,597,2532,$51.77,Chip Transaction,61195,San Francisco,CA,94131.0,5541,
23363644,2019-08-08 11:56:00,1407,2313,$76.85,Chip Transaction,50783,Huntsville,AL,35806.0,5411,
22836258,2019-04-18 23:20:00,1992,5327,$42.69,Chip Transaction,48919,Belton,MO,64012.0,5311,
23082187,2019-06-10 06:36:00,1854,3585,$73.00,Chip Transaction,43293,Chattanooga,TN,37421.0,5499,
23063578,2019-06-06 08:58:00,1811,4894,$200.00,Chip Transaction,27092,San Carlos,CA,94070.0,4829,
