transaction_id,date,client_id,card_id,amount,use_chip,merchant_id,merchant_city,merchant_state,zip,mcc,errors
20465851,2017-12-02 12:41:00,1727,5982,$-60.00,Swipe Transaction,61195,Columbia,SC,29229.0,5541,
21959996,2018-10-15 10:28:00,1763,4297,$2.72,Swipe Transaction,93466,Minneapolis,MN,55429.0,5411,
18389195,2016-09-18 05:01:00,1954,4879,$162.24,Chip Transaction,60569,Cerritos,CA,90703.0,5300,
19281361,2017-03-27 07:30:00,1046,3259,$74.00,Chip Transaction,41260,San Antonio,TX,78225.0,5541,
21886417,2018-09-29 15:12:00,1568,977,$5.17,Chip Transaction,20519,Melville,NY,11747.0,5942,
17985031,2016-06-23 15:00:00,349,4314,$54.11,Chip Transaction,60569,Wooster,OH,44691.0,5300,
20871587,2018-02-26 14:55:00,652,2502,$14.83,Chip Transaction,20604,Groton,CT,6340.0,7832,
20453089,2017-11-29 19:05:00,456,4576,$43.09,Online Transaction,50404,ONLINE,,,4784,
21516706,2018-07-13 12:25:00,569,2764,$39.49,Chip Transaction,43293,Sherwood,AR,72120.0,5499,
19434940,2017-04-28 12:50:00,178,4261,$5.59,Chip Transaction,41982,Blue Springs,MO,64015.0,5411,
21103571,2018-04-16 18:53:00,408,4960,$-60.00,Chip Transaction,59935,Barron,WI,54812.0,5499,
20808204,2018-02-13 07:54:00,1226,6055,$36.01,Chip Transaction,30006,Waimanalo,HI,96795.0,4900,
20239952,2017-10-15 16:03:00,822,5424,$100.00,Chip Transaction,27092,Imperial Beach,CA,91933.0,4829,
17200244,2016-01-06 20:13:00,566,4547,$19.83,Online Transaction,18563,ONLINE,,,4121,
21758023,2018-09-02 10:48:00,140,3041,$16.78,Chip Transaction,93292,Whites Creek,TN,37189.0,4121,
22167375,2018-11-28 10:25:00,1881,359,$3.40,Chip Transaction,20519,Dearborn,MI,48126.0,5942,
21772299,2018-09-05 12:39:00,1379,4796,$186.39,Chip Transaction,57133,Waianae,HI,96792.0,3730,
18597149,2016-11-01 11:03:00,997,5046,$1.64,Chip Transaction,14528,Chula Vista,CA,91913.0,5499,
22309197,2018-12-28 09:18:00,134,6120,$5.27,Swipe Transaction,6836,El Paso,TX,79912.0,5411,
19768714,2017-07-07 19:14:00,1147,2042,$12.10,Swipe Transaction,50783,New Brunswick,NJ,8901.0,5411,
18067362,2016-07-11 09:55:00,1871,4429,$88.32,Swipe Transaction,47756,Albuquerque,NM,87121.0,5411,
21415510,2018-06-22 07:08:00,1104,5766,$99.00,Swipe Transaction,43293,Pompano Beach,FL,33060.0,5499,
20165542,2017-09-29 20:34:00,526,2091,$44.07,Chip Transaction,22204,Miami,FL,33134.0,5541,
17515093,2016-03-15 09:05:00,1050,3472,$26.95,Chip Transaction,60569,Greenville,NC,27834.0,5300,
20714743,2018-01-24 09:39:00,285,3442,$26.66,Chip Transaction,30565,Watsonville,CA,95076.0,5912,
19906566,2017-08-05 23:43:00,479,2186,$1.24,Swipe Transaction,14528,Pasadena,MD,21122.0,5499,
20992078,2018-03-24 08:49:00,1107,6112,$56.82,Swipe Transaction,7871,Candor,NY,13743.0,5912,
22223455,2018-12-10 07:07:00,1989,3800,$24.03,Swipe Transaction,2105,Upper Marlboro,MD,20774.0,5912,
19945615,2017-08-14 11:32:00,679,2894,$33.34,Chip Transaction,63694,Jackson Center,PA,16133.0,5411,
21952211,2018-10-13 14:51:00,114,3070,$91.00,Chip Transaction,61195,North Hollywood,CA,91606.0,5541,
19897172,2017-08-04 04:49:00,1826,5779,$7.34,Chip Transaction,32858,Fort Walton Beach,FL,32548.0,5311,
21778956,2018-09-06 18:47:00,1495,5767,$77.73,Chip Transaction,68389,Indianapolis,IN,46256.0,5812,Technical Glitch
20278627,2017-10-24 02:44:00,1487,4946,$22.73,Chip Transaction,98374,Renfrew,PA,16053.0,5411,
21931038,2018-10-09 08:41:00,1096,3012,$42.00,Swipe Transaction,46983,Syracuse,NY,13212.0,5912,
18769849,2016-12-08 06:43:00,1150,1225,$93.34,Swipe Transaction,61195,Hurst,TX,76054.0,5541,
18437277,2016-09-28 08:36:00,1840,3322,$71.00,Swipe Transaction,43293,Beaverton,OR,97005.0,5499,
18612018,2016-11-04 13:17:00,820,3224,$44.23,Chip Transaction,50783,Harwich,MA,2645.0,5411,
19725554,2017-06-28 19:31:00,118,3557,$39.49,Chip Transaction,69972,Birmingham,AL,35212.0,5814,
19625184,2017-06-07 16:39:00,580,2724,$10.39,Chip Transaction,78113,Celina,OH,45822.0,5921,
18287842,2016-08-27 10:57:00,1769,295,$19.74,Swipe Transaction,70927,Manahawkin,NJ,8050.0,7538,
21231149,2018-05-13 18:09:00,1118,362,$81.17,Chip Transaction,17493,Pittsburgh,PA,15212.0,5812,
19241486,2017-03-18 12:48:00,171,1239,$260.29,Chip Transaction,18138,Greenville,SC,29607.0,4900,
19279089,2017-03-26 14:46:00,121,5952,$8.29,Chip Transaction,91717,Menasha,WI,54952.0,5912,
18730643,2016-11-29 16:13:00,502,2018,$0.40,Chip Transaction,14528,Rural Valley,PA,16249.0,5499,
17806969,2016-05-16 19:40:00,0,1271,$5.35,Chip Transaction,55060,Scarborough,ME,4074.0,5812,
21052082,2018-04-05 22:21:00,754,5450,$122.42,Chip Transaction,48919,Myrtle Beach,SC,29579.0,5311,
18462654,2016-10-03 15:31:00,983,6049,$19.66,Swipe Transaction,54943,Oswego,NY,13126.0,7542,
21618857,2018-08-03 22:59:00,1895,1090,$31.99,Chip Transaction,88646,Browns Mills,NJ,8015.0,5812,
19189903,2017-03-07 13:44:00,311,4869,$1.75,Chip Transaction,3374,Saint George,UT,84770.0,5912,
19237991,2017-03-17 16:51:00,320,3384,$100.74,Swipe Transaction,50940,Tucson,AZ,85710.0,5912,
22148936,2018-11-24 11:33:00,1171,5354,$13.53,Chip Transaction,94858,Kailua,HI,96734.0,5411,
20485724,2017-12-06 16:39:00,879,4500,$10.95,Chip Transaction,58892,Brownsville,TX,78521.0,5411,
22293545,2018-12-25 06:53:00,586,3124,$7.28,Chip Transaction,25379,Asheville,NC,28804.0,5921,
20742079,2018-01-30 03:28:00,964,294,$91.15,Chip Transaction,49801,Palisades Park,NJ,7650.0,5651,
21934751,2018-10-10 04:55:00,33,2404,$9.00,Chip Transaction,56895,Carson City,NV,89706.0,7230,
18594351,2016-10-31 17:39:00,154,4340,$56.00,Chip Transaction,22204,Fayetteville,NC,28314.0,5541,
17272442,2016-01-22 10:25:00,1891,5440,$22.69,Chip Transaction,98374,Daytona Beach,FL,32121.0,5411,
21549174,2018-07-20 09:50:00,149,3590,$21.61,Chip Transaction,75781,Helena,AL,35080.0,5411,
18511437,2016-10-13 23:30:00,1069,3922,$45.50,Online Transaction,39021,ONLINE,,,4784,
17364611,2016-02-11 05:36:00,1719,3052,$3.07,Chip Transaction,44578,Middleport,OH,45760.0,5812,
17938109,2016-06-13 16:46:00,1595,2429,$55.41,Chip Transaction,20519,Bronx,NY,10464.0,5942,
19521053,2017-05-16 18:43:00,570,5897,$82.00,Chip Transaction,43293,Gainesville,GA,30504.0,5499,
22325415,2018-12-31 16:43:00,1851,5026,$11.91,Chip Transaction,60569,Wake Forest,NC,27587.0,5300,
18166244,2016-08-01 10:13:00,1825,4310,$28.55,Chip Transaction,20519,Englewood,CO,80110.0,5942,
18359972,2016-09-11 16:46:00,1644,3001,$11.66,Chip Transaction,24504,Blacksburg,SC,29702.0,4214,
21360255,2018-06-10 10:29:00,811,2318,$8.68,Chip Transaction,61195,Overland Park,KS,66221.0,5541,
21996434,2018-10-23 06:49:00,1595,2429,$31.77,Chip Transaction,20519,Bronx,NY,10464.0,5942,
22115723,2018-11-17 10:25:00,1347,5678,$7.78,Chip Transaction,98374,Elizabeth City,NC,27909.0,5411,
20167781,2017-09-30 10:45:00,538,5441,$51.00,Chip Transaction,26810,Winterville,NC,28590.0,5541,
22229896,2018-12-11 14:47:00,921,3537,$14.12,Chip Transaction,20561,Spencerport,NY,14559.0,5912,
17953265,2016-06-16 19:05:00,1147,3924,$13.38,Chip Transaction,50783,New Brunswick,NJ,8901.0,5411,
17342455,2016-02-06 11:46:00,39,2039,$70.19,Chip Transaction,20561,Old Saybrook,CT,6475.0,5912,
18564930,2016-10-25 12:35:00,1901,3846,$13.67,Swipe Transaction,92928,Saint Johns,MI,48879.0,4900,
21886121,2018-09-29 14:14:00,1888,1016,$-84.00,Chip Transaction,26810,Farmington,MN,55024.0,5541,
18373656,2016-09-14 13:55:00,1600,4251,$80.61,Chip Transaction,62157,Kirkland,WA,98033.0,5211,
22180281,2018-12-01 01:41:00,1955,4184,$15.67,Chip Transaction,50783,Canton,NC,28716.0,5411,
21281787,2018-05-24 16:44:00,19,5974,$1.69,Chip Transaction,14528,Santa Barbara,CA,93101.0,5499,
20208775,2017-10-09 06:55:00,573,3268,$35.37,Swipe Transaction,50867,Stapleton,GA,30823.0,5541,
21552352,2018-07-20 22:16:00,1070,2908,$15.45,Chip Transaction,60569,Cedar Rapids,IA,52402.0,5300,
18264115,2016-08-22 09:18:00,300,3814,$142.93,Chip Transaction,10054,Monroe,CT,6468.0,5300,
20400965,2017-11-18 16:41:00,497,2829,$114.50,Chip Transaction,87509,Sioux Falls,SD,57110.0,4900,
18261157,2016-08-21 14:56:00,571,5960,$91.00,Swipe Transaction,28395,Martinsburg,WV,25401.0,5541,
17770233,2016-05-09 04:09:00,538,5441,$97.19,Chip Transaction,30286,Winterville,NC,28590.0,4814,
22032715,2018-10-30 18:32:00,1369,5792,$45.45,Swipe Transaction,98648,Fairland,IN,46126.0,5814,
17252125,2016-01-18 04:31:00,33,5529,$7.57,Chip Transaction,80665,Carson City,NV,89706.0,5300,
19715938,2017-06-26 21:36:00,356,5279,$31.09,Chip Transaction,23415,Stuart,FL,34997.0,5812,
20029415,2017-09-01 06:19:00,1694,5032,$26.11,Chip Transaction,20519,Bloomfield,NJ,7003.0,5942,
17899110,2016-06-05 12:55:00,1432,2726,$39.20,Chip Transaction,29721,Greenback,TN,37742.0,5813,Insufficient Balance
21908934,2018-10-04 12:55:00,421,4389,$1.03,Chip Transaction,14528,Cedar Rapids,IA,52405.0,5499,
19627346,2017-06-08 08:30:00,1177,4164,$10.40,Chip Transaction,50783,Newark,DE,19713.0,5411,
18089117,2016-07-15 21:08:00,891,2141,$15.98,Chip Transaction,59292,Van Buren,AR,72956.0,5813,
21182988,2018-05-03 15:32:00,1648,1187,$74.35,Swipe Transaction,32175,Hamlin,NY,14464.0,7538,
21941397,2018-10-11 11:18:00,119,5928,$87.77,Chip Transaction,60569,Sun Valley,NV,89433.0,5300,
17849422,2016-05-25 19:38:00,1145,6011,$29.84,Chip Transaction,50604,Appleton,WI,54913.0,5813,
20056170,2017-09-06 15:44:00,1633,3038,$0.90,Swipe Transaction,14528,Mesa,AZ,85204.0,5499,
19054286,2017-02-06 18:25:00,114,3070,$36.60,Chip Transaction,33234,North Hollywood,CA,91606.0,5812,
20808760,2018-02-13 10:00:00,1875,4167,$32.75,Chip Transaction,4094,Grand River,OH,44045.0,7538,
18136589,2016-07-26 04:58:00,1080,2562,$140.08,Online Transaction,17976,ONLINE,,,4900,
20658986,2018-01-12 11:50:00,1184,4202,$60.57,Chip Transaction,60569,Livermore,CA,94550.0,5300,
20939281,2018-03-13 03:25:00,1709,3319,$52.58,Chip Transaction,67570,Lincoln,NE,68510.0,5311,
20523554,2017-12-14 16:57:00,1687,2509,$19.29,Online Transaction,16798,ONLINE,,,4121,
20693310,2018-01-19 16:00:00,1534,6102,$40.98,Chip Transaction,23484,Cherry Hill,NJ,8003.0,7210,
17193990,2016-01-05 13:39:00,1453,1117,$81.87,Chip Transaction,86563,Parrish,AL,35580.0,5300,
20239398,2017-10-15 14:09:00,1712,4342,$1.40,Chip Transaction,14528,Dallas,TX,75240.0,5499,
20412243,2017-11-21 09:03:00,1629,4290,$23.10,Online Transaction,50404,ONLINE,,,4784,
17554019,2016-03-23 14:39:00,1997,5786,$12.63,Chip Transaction,24504,Clear Lake,MN,55319.0,4214,
20569804,2017-12-24 14:53:00,1717,363,$60.00,Chip Transaction,27092,Buffalo,NY,14219.0,4829,
20485417,2017-12-06 15:38:00,511,1038,$10.94,Chip Transaction,75781,Tucson,AZ,85711.0,5411,
18523640,2016-10-16 15:41:00,1075,4761,$108.36,Chip Transaction,75781,Georgetown,KY,40324.0,5411,
18262321,2016-08-21 20:03:00,1904,1004,$71.00,Chip Transaction,59935,Mcalester,OK,74501.0,5499,
20376607,2017-11-13 17:14:00,206,3053,$2.81,Chip Transaction,38602,Wyoming,MI,49519.0,5311,
21171908,2018-05-01 10:53:00,671,5592,$102.09,Chip Transaction,26593,Blytheville,AR,72315.0,5300,
22172261,2018-11-29 10:33:00,538,5441,$37.69,Chip Transaction,43293,Vanceboro,NC,28586.0,5499,
17341930,2016-02-06 10:01:00,1299,3263,$14.37,Chip Transaction,93006,Hope,IN,47246.0,5921,
18017744,2016-06-30 14:44:00,1279,5472,$59.13,Chip Transaction,50783,Novi,MI,48377.0,5411,
17687731,2016-04-21 09:01:00,1267,3802,$100.00,Chip Transaction,27092,Issaquah,WA,98027.0,4829,
20936584,2018-03-12 11:54:00,754,4122,$11.06,Chip Transaction,55060,Florence,SC,29503.0,5812,
19285556,2017-03-28 05:37:00,1437,4385,$9.20,Chip Transaction,55060,Belfair,WA,98528.0,5812,
22204703,2018-12-06 09:05:00,1794,5205,$177.95,Online Transaction,61641,ONLINE,,,4900,
21795645,2018-09-10 11:00:00,1962,2594,$120.00,Chip Transaction,27092,Naperville,IL,60540.0,4829,
18100268,2016-07-18 09:56:00,346,2176,$90.97,Swipe Transaction,48158,Santa Barbara,CA,93103.0,7230,
18900540,2017-01-05 02:35:00,1305,1260,$28.55,Chip Transaction,3668,Millington,TN,38053.0,5912,
19140927,2017-02-25 06:15:00,1852,28,$10.57,Chip Transaction,75936,Chandler,AZ,85226.0,5814,
19259727,2017-03-22 12:56:00,871,2082,$136.42,Chip Transaction,1102,Detroit,MI,48235.0,8049,
18813796,2016-12-17 13:06:00,150,2852,$65.00,Chip Transaction,43293,Alexandria,VA,22305.0,5499,
20690366,2018-01-19 07:13:00,659,5658,$2.11,Swipe Transaction,8797,Mitchell,IN,47446.0,5912,
18941966,2017-01-13 17:01:00,586,3124,$55.59,Swipe Transaction,75441,Asheville,NC,28804.0,5812,
20579814,2017-12-26 15:31:00,450,4192,$128.97,Chip Transaction,69562,Newport News,VA,23602.0,8011,
21389555,2018-06-16 13:33:00,1882,3229,$84.82,Chip Transaction,31893,Union City,CA,94587.0,5311,
20517901,2017-12-13 14:28:00,1910,4615,$152.73,Chip Transaction,34956,Bradenton,FL,34203.0,4900,
22079946,2018-11-09 16:13:00,951,2628,$76.00,Chip Transaction,59935,Compton,CA,90222.0,5499,
19517990,2017-05-16 08:33:00,197,1302,$13.19,Chip Transaction,86206,Winchester,KY,40391.0,7349,
22039564,2018-11-01 09:01:00,148,5851,$15.63,Chip Transaction,83480,Center Barnstead,NH,3225.0,9402,
17905029,2016-06-06 16:11:00,711,4689,$22.37,Chip Transaction,63992,Staunton,IL,62088.0,5300,
21442987,2018-06-27 22:42:00,416,1220,$32.26,Chip Transaction,74922,Nashville,TN,37211.0,5411,
19782235,2017-07-10 18:33:00,763,4993,$19.87,Online Transaction,16798,ONLINE,,,4121,
17496037,2016-03-11 06:50:00,647,5294,$9.72,Chip Transaction,43293,Dinuba,CA,93618.0,5499,
20651000,2018-01-10 16:57:00,643,5597,$43.81,Chip Transaction,32858,South Ozone Park,NY,11420.0,5311,
20412427,2017-11-21 09:38:00,1808,1184,$23.44,Online Transaction,41122,ONLINE,,,4784,
18967875,2017-01-19 10:35:00,60,4544,$124.23,Chip Transaction,60569,Elmira,NY,14905.0,5300,
17353107,2016-02-08 14:28:00,1855,3021,$80.20,Chip Transaction,60569,San Jose,CA,95125.0,5300,
19859625,2017-07-27 07:03:00,1382,2838,$59.23,Chip Transaction,59935,Dallas,TX,75254.0,5499,
21339625,2018-06-06 06:51:00,851,3613,$3.70,Swipe Transaction,9307,Shelbyville,KY,40065.0,5411,
21589551,2018-07-28 16:47:00,1256,6116,$159.14,Chip Transaction,51300,Oslo,Norway,,3359,
22095513,2018-11-13 06:34:00,1535,3461,$29.15,Online Transaction,88459,ONLINE,,,5311,
20727841,2018-01-26 22:35:00,822,5385,$18.66,Chip Transaction,44958,Chula Vista,CA,91911.0,7832,
19860191,2017-07-27 08:42:00,1659,3540,$39.28,Online Transaction,16798,ONLINE,,,4121,
20275039,2017-10-23 09:19:00,1463,3591,$1.09,Chip Transaction,14528,Kerhonkson,NY,12446.0,5499,
21748445,2018-08-31 11:11:00,1699,2642,$14.69,Chip Transaction,57758,San Jose,CA,95134.0,4121,
18673345,2016-11-17 13:07:00,1567,3956,$100.00,Swipe Transaction,27092,Binghamton,NY,13903.0,4829,
19331971,2017-04-06 16:52:00,331,3818,$64.00,Chip Transaction,22204,Andrews,SC,29510.0,5541,
22089100,2018-11-11 14:38:00,1585,2721,$42.89,Chip Transaction,32175,Jacksonville,FL,32222.0,7538,
21922766,2018-10-07 10:51:00,39,2039,$289.23,Chip Transaction,90171,Old Saybrook,CT,6475.0,4900,
19210808,2017-03-11 20:50:00,868,5565,$14.22,Chip Transaction,45516,Nashville,TN,37207.0,5921,
19210893,2017-03-11 21:31:00,1989,2984,$58.06,Online Transaction,16798,ONLINE,,,4121,
19628840,2017-06-08 12:57:00,509,4588,$17.86,Chip Transaction,69972,Huntington,WV,25705.0,5814,
17971182,2016-06-20 16:27:00,1029,3471,$1.25,Swipe Transaction,70625,Mulberry,FL,33860.0,5300,
21988848,2018-10-21 11:26:00,252,3675,$53.30,Chip Transaction,95863,Butler,OH,44822.0,5621,
20697388,2018-01-20 13:18:00,1558,3750,$43.42,Chip Transaction,42272,Hinsdale,MA,1235.0,5300,
18377329,2016-09-15 10:44:00,118,2792,$13.96,Chip Transaction,20561,Birmingham,AL,35213.0,5912,
19041464,2017-02-03 23:14:00,1153,2021,$19.59,Chip Transaction,30192,Miami,FL,33165.0,5813,
17498935,2016-03-11 17:07:00,614,4002,$0.00,Chip Transaction,27092,Gastonia,NC,28056.0,4829,
21660577,2018-08-12 18:10:00,114,5283,$20.43,Chip Transaction,75936,North Hollywood,CA,91606.0,5814,
22305108,2018-12-27 11:31:00,1144,5153,$24.33,Chip Transaction,36934,Houston,TX,77086.0,7538,
19302058,2017-03-31 12:00:00,947,276,$23.30,Chip Transaction,50783,Clearwater,FL,33764.0,5411,
18969065,2017-01-19 13:58:00,402,2536,$30.71,Online Transaction,39021,ONLINE,,,4784,
18064674,2016-07-10 16:30:00,1258,206,$8.60,Chip Transaction,81833,Mira Loma,CA,91752.0,5912,
22121935,2018-11-18 14:35:00,1852,2632,$83.00,Chip Transaction,61195,Tucson,AZ,85710.0,5541,
19016197,2017-01-29 14:26:00,1224,3874,$97.11,Chip Transaction,50867,College Park,MD,20740.0,5541,
19266851,2017-03-24 02:00:00,1787,2228,$5.02,Chip Transaction,75781,Lexington,KY,40509.0,5411,
18859368,2016-12-27 08:31:00,566,4547,$11.17,Chip Transaction,11435,Holly,MI,48442.0,5812,
22003120,2018-10-24 13:09:00,419,3587,$19.49,Chip Transaction,51846,Murphys,CA,95247.0,5411,
17566941,2016-03-26 13:08:00,846,3443,$14.59,Chip Transaction,83271,Omaha,NE,68164.0,4214,
21361452,2018-06-10 14:05:00,688,6106,$99.24,Chip Transaction,34426,Ogden,UT,84414.0,5912,
18554732,2016-10-23 11:06:00,13,4270,$4.01,Chip Transaction,20561,Hardinsburg,KY,40143.0,5912,
19118212,2017-02-20 10:50:00,803,4882,$44.96,Swipe Transaction,34490,Waterford,CA,95386.0,5719,
20663050,2018-01-13 09:45:00,1772,5918,$9.96,Chip Transaction,26810,Rancho Cucamonga,CA,91730.0,5541,
17398065,2016-02-18 08:01:00,319,248,$74.42,Chip Transaction,20561,Fresno,CA,93727.0,5912,
21606933,2018-08-01 12:58:00,1727,5982,$-55.00,Swipe Transaction,61195,Columbia,SC,29229.0,5541,
20565904,2017-12-23 15:53:00,161,3096,$61.27,Chip Transaction,60569,Houston,TX,77021.0,5300,
20378200,2017-11-14 06:53:00,1314,1140,$3.26,Swipe Transaction,98648,New Braunfels,TX,78130.0,5814,
20125238,2017-09-21 10:28:00,177,3653,$-83.00,Chip Transaction,59935,Memphis,TN,38104.0,5499,
17251900,2016-01-17 23:30:00,479,2436,$0.99,Swipe Transaction,14528,Pasadena,MD,21122.0,5499,
21144651,2018-04-25 13:13:00,461,1209,$9.11,Chip Transaction,87625,Shreveport,LA,71106.0,5812,
18191855,2016-08-06 19:49:00,349,2520,$28.38,Chip Transaction,44129,Orrville,OH,44667.0,7349,
17208682,2016-01-08 16:22:00,1901,2158,$42.83,Chip Transaction,43293,Saint Johns,MI,48879.0,5499,
18571946,2016-10-26 22:10:00,1133,5211,$-431.00,Chip Transaction,13348,ONLINE,,,4722,
21301591,2018-05-29 00:01:00,86,3178,$41.32,Online Transaction,39021,ONLINE,,,4784,
17554347,2016-03-23 15:44:00,1983,2907,$119.28,Chip Transaction,26810,Laguna Beach,CA,92651.0,5541,
18503562,2016-10-12 10:42:00,1805,2546,$4.85,Swipe Transaction,86013,Cedarville,MI,49719.0,5912,
17630274,2016-04-09 03:09:00,895,1116,$37.26,Chip Transaction,34490,Fontana,CA,92335.0,5719,
21411038,2018-06-21 08:11:00,862,3167,$17.36,Online Transaction,18563,ONLINE,,,4121,
18613354,2016-11-04 18:24:00,1490,5950,$120.00,Swipe Transaction,27092,Louisville,CO,80027.0,4829,
22282589,2018-12-22 15:40:00,1901,3846,$-78.00,Swipe Transaction,49789,Rosebush,MI,48878.0,5541,
21218833,2018-05-11 09:32:00,733,3091,$100.00,Chip Transaction,27092,Las Vegas,NV,89118.0,4829,
19538653,2017-05-20 11:27:00,1511,3357,$13.17,Chip Transaction,5154,Madison,WI,53716.0,5812,
18790461,2016-12-12 12:57:00,1369,5792,$31.27,Chip Transaction,59935,Greenfield,IN,46140.0,5499,
20758212,2018-02-02 12:03:00,1198,2804,$148.53,Swipe Transaction,8132,Cedar Park,TX,78630.0,8049,
21385304,2018-06-15 15:36:00,1915,3146,$23.98,Chip Transaction,83480,Monroe,NY,10950.0,9402,
21691099,2018-08-19 09:29:00,1629,4290,$19.26,Online Transaction,50404,ONLINE,,,4784,
19918690,2017-08-08 15:33:00,557,5570,$9.02,Online Transaction,15143,ONLINE,,,4784,
18099946,2016-07-18 09:03:00,705,5359,$-84.00,Swipe Transaction,59935,Walnut Creek,CA,94598.0,5499,
19920673,2017-08-09 06:56:00,254,1247,$39.85,Chip Transaction,60510,Boulder,CO,80302.0,5912,
19233057,2017-03-16 16:09:00,1260,6081,$141.74,Online Transaction,65108,ONLINE,,,4899,
20697331,2018-01-20 13:10:00,1969,4981,$24.36,Chip Transaction,41451,Bradenton,FL,34212.0,5812,
17804010,2016-05-16 09:13:00,979,2613,$21.63,Chip Transaction,32858,Spring Valley,CA,91978.0,5311,
18417003,2016-09-23 21:21:00,901,4152,$41.84,Chip Transaction,9051,Pensacola,FL,32507.0,5812,
18221005,2016-08-13 05:18:00,641,4718,$9.24,Chip Transaction,41943,Columbus,OH,43228.0,5813,
20803997,2018-02-12 08:19:00,1558,4747,$72.95,Online Transaction,39021,ONLINE,,,4784,
20679920,2018-01-16 22:51:00,320,3384,$89.17,Swipe Transaction,20561,Tucson,AZ,85710.0,5912,
19875453,2017-07-30 12:02:00,1241,3501,$110.30,Chip Transaction,46476,New Bremen,OH,45869.0,5211,
21989632,2018-10-21 13:37:00,1818,3418,$28.64,Chip Transaction,13523,Virginia Beach,VA,23453.0,5310,
20815963,2018-02-14 18:33:00,408,2515,$52.06,Swipe Transaction,25717,Barron,WI,54812.0,5812,
18644265,2016-11-11 11:30:00,1842,5426,$80.00,Chip Transaction,27092,Rio Rancho,NM,87124.0,4829,
18150761,2016-07-28 21:16:00,1873,306,$52.11,Online Transaction,41122,ONLINE,,,4784,
20155637,2017-09-27 18:04:00,1581,5541,$0.91,Chip Transaction,14528,Barnhart,MO,63012.0,5499,
21991545,2018-10-21 22:13:00,47,5080,$-65.00,Chip Transaction,61195,Bronx,NY,10456.0,5541,
21124849,2018-04-21 09:42:00,254,1247,$80.00,Chip Transaction,27092,Longmont,CO,80503.0,4829,
19305720,2017-04-01 08:03:00,1193,4023,$3.93,Chip Transaction,19159,Poughkeepsie,NY,12603.0,5411,
20218676,2017-10-11 08:15:00,1096,5225,$101.87,Chip Transaction,97333,Syracuse,NY,13212.0,5300,
17493747,2016-03-10 14:20:00,1797,300,$40.80,Online Transaction,15143,ONLINE,,,4784,
17880994,2016-06-01 14:20:00,1173,4696,$6.31,Chip Transaction,30055,Buhl,ID,83316.0,7832,
20729663,2018-01-27 10:31:00,438,5538,$57.23,Chip Transaction,62497,Newark,NJ,7112.0,5300,
21855944,2018-09-23 08:12:00,379,3881,$2.43,Chip Transaction,50783,Mobile,AL,36695.0,5411,
21744168,2018-08-30 13:01:00,1083,3710,$1.08,Chip Transaction,14528,Flatwoods,KY,41139.0,5499,
17790234,2016-05-13 09:16:00,714,2958,$2.58,Chip Transaction,45926,Polson,MT,59860.0,5814,
22074103,2018-11-08 13:08:00,595,3049,$76.38,Chip Transaction,61042,Bullock,NC,27507.0,5300,
17370943,2016-02-12 11:43:00,1776,4938,$57.90,Online Transaction,39021,ONLINE,,,4784,
19621874,2017-06-07 07:02:00,921,4675,$31.04,Chip Transaction,73958,Rush,NY,14543.0,5912,
22120240,2018-11-18 09:25:00,479,1332,$3.03,Chip Transaction,72163,Del Rio,TX,78840.0,5411,
